player_id,first_name,last_name,birth_date,nationality,position,preferred_foot,height,weight,team_id,matches_played,goals,assists,yellow_cards,red_cards,jersey_number,team_name
192,Toni,Martínez,1997-06-30,Spain,Striker,Right,187.00,83.00,7,20,4,0,3,0,29,"Futebol Clube do Porto"
193,Evanilson,Barbosa,1999-10-06,Brazil,Striker,Right,183.00,80.00,7,27,13,4,5,1,30,"Futebol Clube do Porto"
194,Wenderson,Galeno,1997-10-22,Brazil,"Left Winger",Right,179.00,69.00,7,31,9,7,5,0,13,"Futebol Clube do Porto"
195,Fabijan,Buntić,1997-02-24,Croatia,Goalkeeper,Left,194.00,86.00,8,28,0,0,1,0,97,"Futebol Clube de Vizela"
196,Francesco,Ruberto,1993-03-19,Italia,Goalkeeper,Right,184.00,80.00,8,7,0,0,2,0,1,"Futebol Clube de Vizela"
197,Jota,Gonçalves,2000-06-17,Portugal,"Center Back",Right,186.00,76.00,8,18,0,0,3,0,4,"Futebol Clube de Vizela"
198,Hugo,Oliveira,2002-02-10,Portugal,"Right Back",Right,174.00,67.00,8,14,1,3,0,0,2,"Futebol Clube de Vizela"
199,Tomás,Silva,1999-10-15,Portugal,"Right Back",Right,172.00,64.00,8,30,0,2,1,1,82,"Futebol Clube de Vizela"
200,Bruno,Wilson,1996-12-27,Portugal,"Center Back",Right,192.00,78.00,8,16,0,0,1,1,3,"Futebol Clube de Vizela"
201,Anderson,Jesus,1995-03-02,Brazil,"Center Back",Right,186.00,73.00,8,14,0,0,5,0,5,"Futebol Clube de Vizela"
202,Rodrigo,Escoval,1997-05-08,Portugal,"Center Back",Right,188.00,82.00,8,19,0,1,7,0,25,"Futebol Clube de Vizela"
203,Matheus,Pereira,2000-12-21,Brazil,"Left Back",Left,172.00,68.00,8,30,3,2,10,0,6,"Futebol Clube de Vizela"
204,Orest,Lebedenko,1998-09-23,Ukraine,"Left Back",Left,176.00,69.00,8,23,2,1,3,0,19,"Futebol Clube de Vizela"
205,Aleksandar,Busnić,1997-12-04,Serbia,"Defensive Midfielder",Right,191.00,76.00,8,19,0,0,3,0,22,"Futebol Clube de Vizela"
206,Alex,Méndez,2000-09-06,"United States of America","Offensive Midfielder",Left,178.00,70.00,8,12,0,1,1,0,8,"Futebol Clube de Vizela"
207,Domingos,Quina,1999-11-18,Portugal,"Offensive Midfielder",Right,173.00,60.00,8,13,0,3,2,0,10,"Futebol Clube de Vizela"
208,Samu,Silva,1996-04-21,Portugal,"Offensive Midfielder",Left,170.00,66.00,8,32,4,2,7,0,20,"Futebol Clube de Vizela"
209,Osama,Rashid,1992-01-13,Iraq,"Offensive Midfielder",Right,178.00,70.00,8,7,0,0,0,0,23,"Futebol Clube de Vizela"
210,Rafael,Bustamante,1999-10-02,Colombia,"Central Midfielder",Right,175.00,77.00,8,3,0,0,2,0,12,"Futebol Clube de Vizela"
211,Bruno,Costa,1997-04-19,Portugal,"Central Midfielder",Right,174.00,68.00,8,8,0,0,2,0,28,"Futebol Clube de Vizela"
212,Pedro,Ortiz,2000-08-19,Spain,"Central Midfielder",Left,184.00,80.00,8,15,0,0,7,0,34,"Futebol Clube de Vizela"
213,Diogo,Nascimento,2002-11-02,Portugal,"Central Midfielder",Right,166.00,61.00,8,34,0,1,4,0,90,"Futebol Clube de Vizela"
214,Alberto,Soro,1999-03-09,Spain,"Right Winger",Left,173.00,66.00,8,21,4,1,3,0,29,"Futebol Clube de Vizela"
215,Jardel,Silva,1997-09-22,Guinea-Bissau,Striker,Right,184.00,78.00,8,13,0,1,0,0,7,"Futebol Clube de Vizela"
216,Sava,Petrov,1998-06-18,Serbia,Striker,Right,190.00,84.00,8,9,2,0,2,1,9,"Futebol Clube de Vizela"
217,Samuel,Essende,1998-01-23,"Dem. Rep. of Congo",Striker,Right,192.00,88.00,8,31,15,1,5,0,99,"Futebol Clube de Vizela"
218,Dylan,Saint-Louis,1995-04-26,Congo,"Left Winger",Right,184.00,77.00,8,16,1,0,1,0,14,"Futebol Clube de Vizela"
219,Matías,Lacava,2002-10-24,Venezuela,"Left Winger",Left,167.00,69.00,8,8,0,3,7,2,17,"Futebol Clube de Vizela"
220,Nuno,Moreira,1999-06-16,Portugal,"Left Winger",Right,175.00,65.00,8,30,2,3,3,0,79,"Futebol Clube de Vizela"
221,Hugo,Souza,1999-01-31,Brazil,Goalkeeper,Right,199.00,92.00,9,15,0,0,5,0,1,"Grupo Desportivo de Chaves"
222,Gonçalo,Pinto,2000-04-30,Portugal,Goalkeeper,Right,194.00,88.00,9,1,0,0,0,0,30,"Grupo Desportivo de Chaves"
223,Rodrigo,Moura,1996-01-25,Brazil,Goalkeeper,Right,198.00,100.00,9,7,0,0,0,0,31,"Grupo Desportivo de Chaves"
224,Habib,Sylla,1999-02-12,"Ivory Coast","Right Back",Right,182.00,72.00,9,7,0,0,2,0,2,"Grupo Desportivo de Chaves"
225,Rui,Carraça,1993-03-01,Portugal,"Right Back",Right,177.00,70.00,9,20,0,0,3,0,27,"Grupo Desportivo de Chaves"
226,João,Correia,1996-09-05,"Cape Verde","Right Back",Right,175.00,63.00,9,30,3,1,8,0,77,"Grupo Desportivo de Chaves"
227,Cafú,Phete,1994-04-04,"South Africa","Center Back",Right,187.00,77.00,9,9,0,0,3,0,6,"Grupo Desportivo de Chaves"
228,Steven,Vitória,1987-01-11,Canada,"Center Back",Right,195.00,87.00,9,20,1,0,5,1,19,"Grupo Desportivo de Chaves"
229,Ygor,Nogueira,1995-03-27,Brazil,"Center Back",Right,187.00,77.00,9,21,0,0,8,3,3,"Grupo Desportivo de Chaves"
230,Bruno,Rodrigues,2001-06-08,Portugal,"Center Back",Right,192.00,78.00,9,17,0,0,4,0,4,"Grupo Desportivo de Chaves"
231,Bruno,Langa,1997-10-31,Mozambique,"Left Back",Left,178.00,72.00,9,15,1,0,5,1,5,"Grupo Desportivo de Chaves"
232,Sandro,Cruz,2001-05-12,Angola,"Left Back",Left,182.00,77.00,9,24,1,0,2,0,33,"Grupo Desportivo de Chaves"
233,Dário,Essugo,2005-03-14,Portugal,"Defensive Midfielder",Right,178.00,80.00,9,18,0,0,3,0,14,"Grupo Desportivo de Chaves"
234,Pedro,Pinho,2000-04-06,Portugal,"Defensive Midfielder",Right,189.00,82.00,9,10,1,0,1,0,18,"Grupo Desportivo de Chaves"
235,Rúben,Ribeiro,1987-08-01,Portugal,"Offensive Midfielder",Right,174.00,62.00,9,23,1,1,7,1,20,"Grupo Desportivo de Chaves"
236,Ricardo,Guima,1995-11-14,Mozambique,"Central Midfielder",Right,181.00,83.00,9,22,0,1,7,0,21,"Grupo Desportivo de Chaves"
237,Kelechi,Nwakali,1998-06-05,Nigeria,"Central Midfielder",Right,184.00,72.00,9,32,1,4,3,0,28,"Grupo Desportivo de Chaves"
238,Hélder,Morim,2001-05-14,Portugal,"Central Midfielder",Left,175.00,65.00,9,18,1,0,2,0,70,"Grupo Desportivo de Chaves"
239,Raphael,Guzzo,1995-01-06,Portugal,"Central Midfielder",Right,178.00,70.00,9,17,2,0,5,0,80,"Grupo Desportivo de Chaves"
240,Benny,Sousa,2000-03-27,Portugal,"Right Winger",Right,178.00,66.00,9,29,1,1,1,0,7,"Grupo Desportivo de Chaves"
241,Rodrigo,Melro,2004-03-14,Portugal,"Right Winger",Right,177.00,67.00,9,1,0,0,0,0,87,"Grupo Desportivo de Chaves"
242,Héctor,Hernández,1995-09-14,Spain,Striker,Right,180.00,75.00,9,32,14,1,1,0,23,"Grupo Desportivo de Chaves"
243,Jô,Batista,1995-05-01,Brazil,Striker,Left,192.00,90.00,9,26,2,4,1,0,99,"Grupo Desportivo de Chaves"
244,Paulo,Victor,1995-05-01,Brazil,Striker,Left,180.00,76.00,9,22,1,1,8,0,9,"Grupo Desportivo de Chaves"
245,Leandro,Sanca,2000-01-04,Portugal,"Left Winger",Right,184.00,74.00,9,31,0,3,3,0,10,"Grupo Desportivo de Chaves"
246,Issah,Abass,1998-09-26,Ghana,"Left Winger",Right,173.00,67.00,9,7,0,2,1,0,11,"Grupo Desportivo de Chaves"
247,Vinícius,Dias,1997-06-19,Brazil,Goalkeeper,Right,188.00,82.00,10,2,0,0,0,0,1,"Gil Vicente Futebol Clube"
248,Andrew,Ventura,2001-07-01,Brazil,Goalkeeper,Right,189.00,76.00,10,32,0,0,0,0,42,"Gil Vicente Futebol Clube"
249,Zé,Carlos,1998-07-31,Portugal,"Right Back",Right,178.00,73.00,10,26,1,2,7,0,2,"Gil Vicente Futebol Clube"
250,Né,Lopes,2000-05-29,Portugal,"Center Back",Right,185.00,77.00,10,5,0,0,0,0,4,"Gil Vicente Futebol Clube"
251,Gabriel,Pereira,2000-05-07,Brazil,"Center Back",Right,188.00,84.00,10,31,4,0,8,0,13,"Gil Vicente Futebol Clube"
252,Rúben,Fernandes,1986-05-06,Portugal,"Center Back",Left,187.00,79.00,10,29,1,0,4,0,26,"Gil Vicente Futebol Clube"
253,Kiko,Pereira,1999-09-08,Portugal,"Left Back",Left,177.00,69.00,10,10,0,0,1,0,5,"Gil Vicente Futebol Clube"
254,Leonardo,Buta,2002-06-05,Portugal,"Left Back",Left,182.00,76.00,10,29,0,1,3,0,23,"Gil Vicente Futebol Clube"
255,Felipe,Silva,2002-02-19,Brazil,"Left Back",Left,188.00,78.00,10,6,0,0,0,0,35,"Gil Vicente Futebol Clube"
256,Roan,Wilson,2002-05-01,"Costa Rica","Center Midfielder",Right,184.00,76.00,10,9,1,0,0,0,14,"Gil Vicente Futebol Clube"
257,Mory,Gbane,2000-12-25,"Ivory Coast","Defensive Midfielder",Right,188.00,82.00,10,28,1,0,8,0,24,"Gil Vicente Futebol Clube"
258,Maxime,Dominguez,1996-02-01,Switzerland,"Offensive Midfielder",Left,173.00,58.00,10,22,6,4,8,0,8,"Gil Vicente Futebol Clube"
259,Kanya,Fujimoto,1999-07-01,Japan,"Offensive Midfielder",Left,176.00,69.00,10,33,3,7,0,0,10,"Gil Vicente Futebol Clube"
260,Jesús,Castillo,2001-06-11,Peru,"Central Midfielder",Right,185.00,80.00,10,11,0,0,1,0,6,"Gil Vicente Futebol Clube"
261,André,Simões,2003-08-17,Portugal,"Central Midfielder",Right,176.00,68.00,10,1,0,0,0,0,16,"Gil Vicente Futebol Clube"
262,Pedro,Tiba,1988-08-31,Portugal,"Central Midfielder",Right,174.00,78.00,10,25,3,2,7,0,25,"Gil Vicente Futebol Clube"
263,Martim,Neto,2003-01-14,Portugal,"Central Midfielder",Right,185.00,82.00,10,29,0,2,7,0,76,"Gil Vicente Futebol Clube"
264,Murilo,Souza,1994-10-31,Brazil,"Right Winger",Left,176.00,71.00,10,19,2,4,3,0,77,"Gil Vicente Futebol Clube"
265,Afonso,Moreira,2005-03-19,Portugal,"Left Winger",Right,176.00,72.00,10,5,0,0,0,0,90,"Gil Vicente Futebol Clube"
266,Ali,Alipour,1995-11-11,Iran,Striker,Right,181.00,77.00,10,19,2,0,1,0,9,"Gil Vicente Futebol Clube"
267,Roko,Baturina,2000-06-20,Croatia,Striker,Left,187.00,90.00,10,15,2,0,0,0,21,"Gil Vicente Futebol Clube"
268,Miguel,Monteiro,2003-07-24,Portugal,Striker,Right,187.00,73.00,10,9,1,2,0,0,27,"Gil Vicente Futebol Clube"
269,Laurindo,Depú,2000-01-08,Angola,Striker,Right,187.00,83.00,10,16,3,0,2,1,29,"Gil Vicente Futebol Clube"
270,Miro,Domingos,2003-04-22,Angola,Striker,Left,184.00,78.00,10,5,0,0,0,0,78,"Gil Vicente Futebol Clube"
271,Tidjany,Touré,2002-07-15,France,"Left Winger",Right,184.00,77.00,10,28,3,0,6,1,7,"Gil Vicente Futebol Clube"
272,Félix,Correia,2001-01-22,Portugal,"Left Winger",Right,178.00,64.00,10,30,5,3,4,0,70,"Gil Vicente Futebol Clube"
273,Mika,Domingues,1991-03-08,Portugal,Goalkeeper,Left,188.00,82.00,11,1,0,0,0,0,12,"Moreirense Futebol Clube"
274,Caio,Secco,1990-12-22,Brazil,Goalkeeper,Right,195.00,92.00,11,4,0,1,0,0,22,"Moreirense Futebol Clube"
275,Kewin,Silva,1995-01-25,Brazil,Goalkeeper,Right,189.00,84.00,11,30,0,0,1,0,40,"Moreirense Futebol Clube"
276,Fabiano,Souza,2000-03-14,Brazil,"Right Back",Right,174.00,69.00,11,25,1,2,5,0,2,"Moreirense Futebol Clube"
277,Dinis,Pinto,2000-08-24,Brazil,"Right Back",Right,178.00,73.00,11,13,0,2,3,0,76,"Moreirense Futebol Clube"
278,Carlos,Ponck,1995-01-13,"Cape Verde","Center Back",Right,183.00,86.00,11,15,0,0,2,0,14,"Moreirense Futebol Clube"
279,Jóbson,Maracás,1994-04-27,Brazil,"Center Back",Right,184.00,76.00,11,29,3,0,6,1,26,"Moreirense Futebol Clube"
280,Marcelo,Ferreira,1989-07-27,Brazil,"Center Back",Right,182.00,74.00,11,26,2,1,4,0,44,"Moreirense Futebol Clube"
281,Gilberto,Batista,2003-12-29,Guinea-Bissau,"Center Back",Right,187.00,73.00,11,4,0,0,0,0,66,"Moreirense Futebol Clube"
282,Godfried,Frimpong,1999-07-21,Netherlands,"Left Back",Left,180.00,70.00,11,31,1,2,2,0,23,"Moreirense Futebol Clube"
283,Rúben,Ismael,1999-03-25,Portugal,"Defensive Midfielder",Right,184.00,74.00,11,18,0,0,5,0,6,"Moreirense Futebol Clube"
284,Pedro,Aparício,1995-08-22,Portugal,"Offensive Midfielder",Right,172.00,66.00,11,14,1,0,2,0,10,"Moreirense Futebol Clube"
285,Alanzinho,Guimarães,2000-03-08,Brazil,"Offensive Midfielder",Right,165.00,57.00,11,33,3,4,5,0,11,"Moreirense Futebol Clube"
286,André,Castro,1988-04-02,Portugal,"Central Midfielder",Right,181.00,77.00,11,17,1,0,1,0,8,"Moreirense Futebol Clube"
287,Lawrence,Ofori,1998-06-28,Ghana,"Central Midfielder",Right,181.00,73.00,11,31,1,2,9,0,80,"Moreirense Futebol Clube"
288,Gonçalo,Franco,2000-11-17,Portugal,"Central Midfielder",Right,176.00,70.00,11,33,2,4,7,0,88,"Moreirense Futebol Clube"
289,Kobamelo,Kodisang,1999-08-28,"South Africa","Right Winger",Right,168.00,62.00,11,31,1,3,0,0,21,"Moreirense Futebol Clube"
290,Hernâni,Infande,2001-04-03,Portugal,"Right Winger",Right,178.00,66.00,11,5,1,0,0,0,28,"Moreirense Futebol Clube"
291,Madson,Silva,1999-08-26,Brazil,"Left Winger",Left,164.00,54.00,11,25,5,1,2,0,31,"Moreirense Futebol Clube"
292,Matheus,Aiás,1996-12-31,Brazil,Striker,Right,176.00,73.00,11,18,2,0,0,0,7,"Moreirense Futebol Clube"
293,Vinicius,Mingotti,2000-01-07,Brazil,Striker,Left,190.00,83.00,11,16,1,0,2,0,32,"Moreirense Futebol Clube"
294,Luís,Asué,2001-07-09,"Equatorial Guinea",Striker,Left,187.00,77.00,11,15,0,0,1,0,9,"Moreirense Futebol Clube"
295,Rodrigo,Macedo,2003-07-09,Portugal,Striker,Right,181.00,73.00,11,5,0,0,0,0,90,"Moreirense Futebol Clube"
296,Jeremy,Antonisse,2002-03-29,Curaçao,"Left Wing",Right,184.00,69.00,11,24,0,1,5,1,17,"Moreirense Futebol Clube"
297,João,Camacho,1994-06-23,Portugal,"Left Wing",Right,174.00,74.00,11,29,4,5,5,0,19,"Moreirense Futebol Clube"
298,Vinicius,Silvestre,1994-03-28,Brazil,Goalkeeper,Right,195.00,87.00,12,14,0,0,1,0,12,"Portimonense Sporting Clube"
299,Kosuke,Nakamura,1995-02-27,Japan,Goalkeeper,Right,185.00,82.00,12,20,0,0,1,0,32,"Portimonense Sporting Clube"
300,Gonçalo,Oliveira,2003-10-23,Portugal,"Right Back",Right,178.00,74.00,12,27,1,1,6,0,27,"Portimonense Sporting Clube"
301,Filipe,Relvas,1999-09-20,Portugal,"Center Back",Left,192.00,87.00,12,32,2,3,4,1,22,"Portimonense Sporting Clube"
302,João,Alemão,2002-11-06,Brazil,"Center Back",Right,194.00,87.00,12,27,2,0,7,0,43,"Portimonense Sporting Clube"
303,Pedrão,Correia,1997-05-03,Brazil,"Center Back",Right,194.00,86.00,12,30,3,1,8,1,44,"Portimonense Sporting Clube"
304,Rafael,Alcobia,2003-06-22,Portugal,"Center Back",Right,193.00,80.00,12,3,0,1,2,1,76,"Portimonense Sporting Clube"
305,Gonçalo,Costa,2000-02-18,Portugal,"Left Back",Left,179.00,73.00,12,33,0,5,0,1,18,"Portimonense Sporting Clube"
306,Moustapha,Seck,1996-02-23,Senegal,"Left Back",Left,176.00,72.00,12,19,0,0,2,0,14,"Portimonense Sporting Clube"
307,Lucas,Ventura,1998-05-19,Brazil,"Defensive Midfielder",Right,180.00,78.00,12,28,1,0,7,0,25,"Portimonense Sporting Clube"
308,Carlinhos,Santos,1994-06-22,Brazil,"Offensive Midfielder",Right,179.00,82.00,12,32,10,6,11,0,11,"Portimonense Sporting Clube"
309,Dener,Clemente,1992-03-13,Brazil,"Central Midfielder",Right,188.00,83.00,12,26,1,1,11,0,13,"Portimonense Sporting Clube"
310,Taichi,Fukui,2004-07-15,Japan,"Central Midfielder",Right,173.00,66.00,12,11,1,1,0,0,8,"Portimonense Sporting Clube"
311,Paulo,Estrela,1999-02-20,Portugal,"Central Midfielder",Right,171.00,65.00,12,18,0,1,1,0,20,"Portimonense Sporting Clube"
312,Sylvester,Jasper,2001-09-13,Bulgaria,"Offensive Midfielder",Right,180.00,75.00,12,24,2,2,2,0,7,"Portimonense Sporting Clube"
313,Hildeberto,Pereira,1996-03-02,"Cape Verde","Right Winger",Right,177.00,80.00,12,16,2,2,4,1,10,"Portimonense Sporting Clube"
314,Hélio,Varela,2002-05-03,"Cape Verde","Right Winger",Right,176.00,69.00,12,33,6,4,7,0,77,"Portimonense Sporting Clube"
315,Midana,Cassamá,2002-08-18,Guinea-Bissau,Striker,Right,185.00,80.00,12,12,1,0,2,1,85,"Portimonense Sporting Clube"
316,Zinho,Hoffmann,2003-05-09,Brazil,"Left Winger",Right,178.00,70.00,12,12,0,0,1,0,99,"Portimonense Sporting Clube"
317,Luan,Campos,2002-03-19,Brazil,"Left Winger",Right,176.00,69.00,12,16,1,0,2,0,28,"Portimonense Sporting Clube"
318,Rodrigo,Martins,1998-09-15,Portugal,"Right Winger",Right,177.00,79.00,12,8,0,0,1,0,70,"Portimonense Sporting Clube"
319,Cezary,Miszta,2001-10-30,Poland,Goalkeeper,Right,193.00,77.00,13,1,0,0,0,0,12,"Rio Ave Futebol Clube"
320,Jhonatan,Luiz,1991-05-08,Brazil,Goalkeeper,Right,189.00,79.00,13,26,0,0,4,0,18,"Rio Ave Futebol Clube"
321,João,Costinha,2000-03-26,Portugal,"Right Back",Right,181.00,78.00,13,34,3,4,4,0,20,"Rio Ave Futebol Clube"
322,Miguel,Nóbrega,2000-04-17,Portugal,"Center Back",Right,190.00,84.00,13,22,1,0,8,0,3,"Rio Ave Futebol Clube"
323,Patrick,William,1997-06-03,Brazil,"Center Back",Right,187.00,77.00,13,20,0,0,5,0,4,"Rio Ave Futebol Clube"
324,Josué,Sá,1992-06-17,Portugal,"Center Back",Right,187.00,79.00,13,20,0,1,6,0,23,"Rio Ave Futebol Clube"
325,Aderllan,Santos,1989-04-09,Brazil,"Center Back",Right,193.00,85.00,13,32,3,0,8,1,33,"Rio Ave Futebol Clube"
326,Renato,Pantalon,1997-10-27,Croatia,"Center Back",Right,194.00,78.00,13,19,1,0,7,1,42,"Rio Ave Futebol Clube"
327,Fábio,Ronaldo,2001-04-28,Portugal,"Right Back",Right,178.00,72.00,13,34,1,3,3,0,77,"Rio Ave Futebol Clube"
328,Mateo,Tanlongo,2003-08-12,Argentina,"Defensive Midfielder",Right,177.00,73.00,13,12,0,1,5,0,5,"Rio Ave Futebol Clube"
329,Adrien,Silva,1989-03-15,Portugal,"Defensive Midfielder",Right,175.00,69.00,13,10,0,0,2,0,15,"Rio Ave Futebol Clube"
330,Bruno,Ventura,2001-02-27,Portugal,"Offensive Midfielder",Right,174.00,67.00,13,13,0,0,1,0,11,"Rio Ave Futebol Clube"
331,Joca,Fernandes,1996-01-30,Portugal,"Right Winger",Right,167.00,63.00,13,12,4,2,2,0,14,"Rio Ave Futebol Clube"
332,Vítor,Gomes,1987-12-25,Portugal,"Central Midfielder",Right,181.00,74.00,13,17,0,0,3,0,8,"Rio Ave Futebol Clube"
333,João,Graça,1987-12-25,Portugal,"Central Midfielder",Right,177.00,69.00,13,28,0,0,10,0,21,"Rio Ave Futebol Clube"
334,Amine,Oudrhiri,1992-11-04,France,"Central Midfielder",Right,184.00,74.00,13,29,1,0,7,0,10,"Rio Ave Futebol Clube"
335,Ukra,Monteiro,1988-03-16,Portugal,"Right Winger",Right,175.00,68.00,13,6,0,0,1,0,17,"Rio Ave Futebol Clube"
336,Zé,Manuel,1990-10-23,Portugal,"Right Winger",Right,181.00,74.00,13,24,2,0,2,0,70,"Rio Ave Futebol Clube"
337,André,Pereira,1995-05-05,Portugal,Striker,Left,188.00,83.00,13,11,1,0,3,0,95,"Rio Ave Futebol Clube"
338,Yakubu,Aziz,1998-11-10,Ghana,Striker,Right,187.00,79.00,13,16,6,2,0,0,81,"Rio Ave Futebol Clube"
339,Emmanuel,Boateng,1996-05-23,Ghana,"Left Winger",Right,175.00,62.00,13,27,7,2,10,2,22,"Rio Ave Futebol Clube"
340,Marious,Vrousai,1998-07-02,Greece,"Left Winger",Right,182.00,77.00,13,14,1,0,0,0,27,"Rio Ave Futebol Clube"
341,Matheus,Magalhães,1992-03-29,Brazil,Goalkeeper,Right,190.00,86.00,14,34,0,0,3,0,1,"Sporting Clube de Braga"
342,Paulo,Oliveira,1992-01-08,Portugal,"Center Back",Right,187.00,81.00,14,20,0,2,6,0,15,"Sporting Clube de Braga"
343,Adrián,Marín,1997-01-09,Spain,"Left Back",Right,181.00,73.00,14,8,0,0,0,0,19,"Sporting Clube de Braga"
344,Víctor,Gómez,2000-04-01,Spain,"Right Back",Right,169.00,63.00,14,30,0,2,3,2,2,"Sporting Clube de Braga"
345,Joe,Mendes,2002-12-31,Sweden,"Right Back",Right,177.00,69.00,14,17,0,2,1,0,17,"Sporting Clube de Braga"
346,Sikou,Niakaté,1999-07-10,Mali,"Center Back",Left,186.00,83.00,14,19,0,0,4,1,4,"Sporting Clube de Braga"
347,Serdar,Saatci,2003-02-14,Turkey,"Center Back",Right,190.00,84.00,14,17,0,2,6,0,5,"Sporting Clube de Braga"
348,José,Fonte,1983-12-22,Portugal,"Center Back",Right,191.00,83.00,14,19,0,0,8,0,6,"Sporting Clube de Braga"
349,Diogo,Fonseca,2002-04-10,Portugal,"Center Back",Right,191.00,78.00,14,5,0,0,0,0,47,"Sporting Clube de Braga"
350,Cristián,Borja,1993-02-18,Colombia,"Left Back",Left,179.00,66.00,14,30,1,5,4,0,26,"Sporting Clube de Braga"
351,Pizzi,Fernandes,1989-10-06,Portugal,"Offensive Midfielder",Right,177.00,73.00,14,29,1,3,1,0,22,"Sporting Clube de Braga"
352,Ali,Al-Musrati,1996-04-06,Lybia,"Defensive Midfielder",Right,189.00,83.00,14,11,3,0,1,0,8,"Sporting Clube de Braga"
353,Vitor,Carvalho,1997-05-27,Brazil,"Defensive Midfielder",Right,183.00,76.00,14,27,1,0,8,0,6,"Sporting Clube de Braga"
354,Rodrigo,Zalazar,1999-08-12,Uruguay,"Offensive Midfielder",Right,178.00,70.00,14,32,6,6,4,0,16,"Sporting Clube de Braga"
355,André,Horta,1996-11-07,Portugal,"Central Midfielder",Right,174.00,67.00,14,14,2,1,0,0,10,"Sporting Clube de Braga"
356,Cher,Ndour,2004-07-27,Italy,"Central Midfielder",Right,190.00,82.00,14,9,1,0,1,0,10,"Sporting Clube de Braga"
357,João,Moutinho,1986-09-08,Portugal,"Central Midfielder",Right,170.00,63.00,14,30,1,1,8,0,28,"Sporting Clube de Braga"
358,André,Castro,1988-04-02,Portugal,"Central Midfielder",Right,181.00,77.00,14,17,1,0,1,0,88,"Sporting Clube de Braga"
359,Simon,Banza,1996-08-13,"Democratic Republic of Congo",Striker,Right,189.00,76.00,14,28,21,5,2,0,23,"Sporting Clube de Braga"
360,Rony,Lopes,1995-12-28,Portugal,"Right Winger",Right,174.00,72.00,14,23,2,1,1,0,20,"Sporting Clube de Braga"
361,Ricardo,Horta,1994-09-15,Portugal,"Right Winger",Right,173.00,58.00,14,28,9,4,3,0,21,"Sporting Clube de Braga"
362,Abel,Ruiz,2000-01-28,Spain,Striker,Right,183.00,78.00,14,30,6,2,5,0,9,"Sporting Clube de Braga"
363,Armindo,Bruma,1994-10-24,Portugal,"Left Winger",Right,173.00,58.00,14,26,6,2,3,0,7,"Sporting Clube de Braga"
364,Roger,Fernandes,2005-11-21,Guinea-Bissau,"Left Winger",Left,166.00,52.00,14,14,2,6,1,0,11,"Sporting Clube de Braga"
365,Álvaro,Djaló,1999-08-16,Spain,"Left Winger",Right,176.00,66.00,14,30,8,5,7,1,14,"Sporting Clube de Braga"
366,Antonio,Adán,1987-05-13,Spain,Goalkeeper,Left,190.00,93.00,15,22,0,0,1,0,1,"Sporting Clube de Portugal"
367,Franco,Israel,2000-04-22,Uruguay,Goalkeeper,Right,190.00,81.00,15,10,0,0,0,0,12,"Sporting Clube de Portugal"
368,Diogo,Pinto,2004-06-18,Portugal,Goalkeeper,Right,194.00,89.00,15,2,0,0,0,0,12,"Sporting Clube de Portugal"
369,Ricardo,Esgaio,1993-05-16,Portugal,"Right Back",Right,172.00,72.00,15,28,0,4,7,0,47,"Sporting Clube de Portugal"
370,Geny,Catamo,2001-01-26,Mozambique,"Right Back",Left,173.00,71.00,15,27,5,3,2,0,21,"Sporting Clube de Portugal"
371,Iván,Fresneda,2004-09-28,Spain,"Right Back",Right,181.00,79.00,15,5,0,0,0,0,22,"Sporting Clube de Portugal"
372,Jeremiah,"St. Juste",1996-10-19,Spain,"Center Back",Right,184.00,79.00,15,11,0,0,3,0,3,"Sporting Clube de Portugal"
373,Eduardo,Quaresma,2002-03-02,Portugal,"Center Back",Right,183.00,79.00,15,20,1,0,2,0,72,"Sporting Clube de Portugal"
374,Sebastián,Coates,1990-10-07,Uruguay,"Center Back",Right,196.00,93.00,15,17,4,0,6,0,4,"Sporting Clube de Portugal"
375,Luís,Neto,1988-05-26,Portugal,"Center Back",Right,185.00,77.00,15,7,0,0,3,0,13,"Sporting Clube de Portugal"
376,Gonçalo,Inácio,2001-08-25,Portugal,"Center Back",Left,185.00,81.00,15,32,1,0,8,1,25,"Sporting Clube de Portugal"
377,Ousmane,Diomande,2003-12-04,"Ivory Coast","Center Back",Right,190.00,86.00,15,26,2,1,7,1,26,"Sporting Clube de Portugal"
378,Nuno,Santos,1995-02-13,Portugal,"Left Back",Left,177.00,71.00,15,31,4,10,6,0,11,"Sporting Clube de Portugal"
379,Matheus,Reis,1995-02-18,Brazil,"Left Back",Left,184.00,80.00,15,27,0,4,2,0,2,"Sporting Clube de Portugal"
380,Morten,Hjulmand,1999-06-25,Denmark,"Defensive Midfielder",Right,185.00,78.00,15,30,3,2,12,0,42,"Sporting Clube de Portugal"
381,Daniel,Bragança,1999-05-27,Portugal,"Central Midfielder",Left,178.00,72.00,15,28,3,2,2,0,23,"Sporting Clube de Portugal"
382,Hidemasa,Morita,1995-05-10,Japan,"Central Midfielder",Right,177.00,72.00,15,29,2,4,3,0,5,"Sporting Clube de Portugal"
383,Marcus,Edwards,1998-12-03,England,"Right Wing",Left,168.00,66.00,15,26,4,4,4,1,10,"Sporting Clube de Portugal"
384,Francisco,Trincão,1999-12-29,Portugal,"Right Wing",Left,184.00,74.00,15,31,9,6,1,0,17,"Sporting Clube de Portugal"
